ticker,market,2007-01-03,2007-02-01,2007-03-01,2007-04-02,2007-05-01,2007-06-01,2007-07-02,2007-08-01,2007-09-04,2007-10-01,2007-11-01,2007-12-03,2008-01-02,2008-02-01,2008-03-03,2008-04-01,2008-05-01,2008-06-02,2008-07-01,2008-08-01,2008-09-02,2008-10-01,2008-11-03,2008-12-01,2009-01-02,2009-02-02,2009-03-02,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-03,2009-09-01,2009-10-01,2009-11-02,2009-12-01,2010-01-04,2010-02-01,2010-03-01,2010-04-01,2010-05-03,2010-06-01,2010-07-01,2010-08-02,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-03,2011-02-01,2011-03-01,2011-04-01,2011-05-02,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-03,2011-11-01,2011-12-01,2012-01-03,2012-02-01,2012-03-01,2012-04-02,2012-05-01,2012-06-01,2012-07-02,2012-08-01,2012-09-04,2012-10-01,2012-11-01,2012-12-03,2013-01-02,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-03,2013-07-01,2013-08-01,2013-09-03,2013-10-01,2013-11-01,2013-12-02,2014-01-02,2014-02-03,2014-03-03,2014-04-01,2014-05-01,2014-06-02,2014-07-01,2014-08-01,2014-09-02,2014-10-01,2014-11-03,2014-12-01,2015-01-02,2015-02-02,2015-03-02,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-03,2015-09-01,2015-10-01,2015-11-02,2015-12-01,2015-12-31,2016-01-29,2016-03-01,2016-04-01,2016-05-02,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-03,2016-11-01,2016-12-01,2017-01-03,2017-02-01,2017-03-01,2017-04-03,2017-05-01
M,NYSE,1.42563,1.69783,1.6433,1.69011,1.93456,1.785,1.65254,1.61153,1.42457,1.50463,1.44666,1.3641,1.11105,1.18737,1.0487,1.04706,1.12716,0.97801,0.82944,0.77688,0.92439,0.74013,0.50563,0.27821,0.47655,0.7776,0.66716,0.81743,1.24739,1.24093,1.08396,1.34042,1.40144,1.61128,1.65819,1.49987,1.59743,1.42752,1.77955,2.00986,2.11454,1.94887,1.63267,1.68309,1.74623,2.00224,2.07709,2.23567,2.20355,1.7425,1.79716,1.87493,1.81421,2.12183,2.24188,2.09725,1.89741,1.81718,2.15651,2.30716,2.31306,2.38658,2.74018,2.83822,2.83787,2.52354,2.32084,2.39072,2.74258,2.63075,2.87913,2.70717,2.72209,2.75355,2.86267,2.92952,2.83413,3.09091,3.10084,3.10456,2.79014,2.79144,2.89247,3.30029,3.61508,3.43375,3.90721,4.03538,3.28363,3.46359,3.46606,3.35123,3.60189,3.51242,3.40411,3.75731,4.18095,4.09164,4.07928,4.15725,4.07033,4.17917,4.37456,4.33577,3.95963,3.31306,3.33188,3.11359,2.76922,3.15725,3.43091,3.15139,2.89601,2.39677,2.49868,2.62659,2.77057,2.74091,2.78321,3.42215,2.82751,2.34558,2.65397,2.08776,2.03282
MMP,NYSE,3.14327,3.36823,3.53491,3.83581,4.06613,3.78828,3.65751,3.50113,3.35642,3.10921,3.32675,3.40987,3.31445,3.3289,3.32507,3.02163,3.02163,2.89266,2.55192,2.57245,2.67155,2.38148,2.50147,2.03836,2.27103,2.39941,2.07776,2.16443,2.37352,2.57828,2.54696,2.88093,4.16917,3.32997,3.49331,3.68644,3.92014,3.81032,4.06814,4.27877,4.31021,3.82619,4.07118,4.60419,4.55051,4.03695,4.23815,4.36708,4.38081,4.41787,4.6286,4.71471,4.72099,4.61246,4.66125,4.57691,4.66511,4.57644,4.82918,4.91549,5.2971,5.22375,5.67045,5.57219,5.50723,5.24956,5.37027,5.89273,6.28044,6.76338,6.60967,6.70498,6.73215,7.67661,7.51358,7.89794,7.79177,7.81705,8.35207,8.46449,7.83232,8.38763,8.68111,8.87687,9.00014,9.55165,9.39316,9.95964,10.22291,10.70389,11.05951,10.2639,10.68492,10.50204,10.4421,9.8814,10.57945,9.92951,9.875,9.49884,10.22926,9.59647,8.59641,8.4083,8.3181,7.4978,7.75565,7.1771,7.79326,7.36986,7.56665,7.57792,8.0884,8.01209,8.37652,8.02773,7.88226,7.84426,7.44081,7.68905,8.44406,8.99951,8.49928,8.37394,8.1058
MGA,NYSE,1.23636,1.20566,1.10399,1.10198,1.16228,1.32894,1.28268,1.19137,1.33746,1.29782,1.26728,1.0983,1.04856,1.09409,0.96648,0.95033,1.03011,0.91396,0.75467,0.73406,0.74031,0.68347,0.47232,0.37068,0.48572,0.43571,0.36704,0.43735,0.55832,0.52141,0.69428,0.79968,0.6775,0.61109,0.6031,0.74255,0.81161,0.85183,0.87255,0.9216,0.98192,0.98717,0.93973,1.10899,1.30062,1.2723,1.40757,1.54356,1.61346,1.77601,1.49885,1.38409,1.47427,1.32797,1.49173,1.33092,0.99389,0.91109,1.02683,1.00734,0.97094,1.19013,1.39566,1.3186,1.20664,1.02866,1.05678,1.05226,1.16614,1.12172,1.15354,1.16335,1.26827,1.31574,1.3711,1.45706,1.47767,1.60789,1.72074,1.84999,1.87165,1.99243,2.01332,1.8548,1.86495,1.91766,2.15246,2.27888,2.23979,2.28703,2.42543,2.38487,2.50766,2.12128,2.16858,2.46645,2.46872,2.21951,2.6131,2.50332,2.43031,2.83121,2.74911,2.63341,2.11606,2.14778,2.39009,2.08886,1.84464,1.57313,1.77821,1.85332,1.86225,1.69713,1.46973,1.61783,1.62098,1.72859,1.61937,1.6539,1.72965,1.69685,1.68824,1.6323,1.63427
MX,NYSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16206,3.17577,3.18272,2.36791,2.25179,1.81621,1.57506,1.79902,1.89601,1.67624,2.27219,2.54473,2.67091,2.61977,1.97177,2.07216,2.23418,2.94305,2.00122,2.10354,2.17025,1.81826,1.83207,1.7675,1.91929,1.8223,2.22553,2.11843,2.32759,2.2717,2.44287,2.16016,2.0192,1.96662,1.57633,1.50995,1.39972,1.43208,1.22778,1.46343,1.39162,1.20655,1.14586,1.14586,1.19542,1.30364,1.51501,8.27277,7.98799,7.56083,,,,,,,,,,,,,,,,,,,,,,,,
MAIN,NYSE,,,,,,,,,,,3.0003,2.90719,1.08083,1.04634,1.03409,0.99384,0.99617,1.03813,0.92164,1.03754,1.08973,0.94717,0.86873,0.78146,0.80357,0.83401,0.77687,0.82495,1.01684,1.18965,1.19502,1.14824,1.13208,1.13441,1.12765,1.22401,1.34966,1.20081,1.6902,1.32378,1.35758,1.18921,1.24051,1.36571,1.52711,1.26279,1.2982,1.34917,1.41478,1.47832,1.80003,1.34731,1.32728,1.32986,1.34476,1.27254,1.28429,1.17497,1.35827,1.54711,1.42951,1.46902,1.59283,1.58349,1.64104,1.69844,1.4746,1.46135,1.60111,1.70857,1.75011,1.92847,1.66014,1.73707,1.74361,1.73063,1.56892,1.52493,1.48749,1.88367,1.78267,1.82992,1.82249,1.59325,1.61934,1.64043,1.74239,1.66175,1.78179,1.7342,1.83349,1.72047,1.55596,1.44543,1.51736,1.52911,1.40304,1.39174,1.63882,1.62511,1.6672,1.42182,1.47342,1.39929,1.27262,1.27124,1.40398,1.48425,1.34377,1.33499,1.40844,1.4824,1.49374,1.58828,1.58683,1.62604,1.64992,1.65233,1.60781,1.73519,1.74373,1.7442,1.70078,1.77136,1.86784
MNK,NYSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22381,2.18743,2.13709,2.62279,2.37893,2.56146,3.01167,2.79384,3.15276,3.44086,3.44786,3.05868,7.18233,7.77227,8.1782,2.06802,2.27796,2.50773,2.73778,2.87652,2.63388,2.93726,2.72127,2.81042,1.84496,1.39326,1.48356,1.51481,1.58156,1.22404,1.38184,1.35399,1.27819,1.37676,1.30662,1.42346,1.55522,1.46428,1.21958,1.05448,1.02835,0.97311,1.02808,0.8799,0.93062
MANU,NYSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73493,3.90178,3.99232,4.17345,4.23146,5.06851,5.48451,5.29337,5.67305,5.25673,5.08454,5.2433,5.1908,5.05427,3.66529,3.66983,3.26582,3.21654,3.00878,3.41614,3.28798,3.25856,3.39429,3.59145,3.35731,3.31545,3.30493,3.38337,3.34095,3.51406,3.48271,3.57955,3.41781,3.85131,4.0075,4.08743,3.91777,3.9628,4.01108,4.27715,4.16184,3.77884,3.4635,3.32703,3.98214,3.92812,4.06039,4.11335,4.46157,4.70808,4.49056,4.27501,4.31352,4.46523,4.80323,4.74132,4.58402
MTW,NYSE,4.51702,4.33329,4.71428,4.75033,5.34922,5.82253,5.44421,5.10497,5.25059,5.57693,5.19486,5.30566,4.52154,3.76827,4.02204,3.73672,3.35854,3.47657,2.50359,2.03844,1.95384,1.29734,0.83484,0.54598,0.95177,0.50848,0.35,0.7822,1.42999,1.56012,1.17736,1.40203,1.33377,1.77303,1.98222,2.02199,2.24315,2.47076,2.58312,3.21331,3.58555,2.70679,2.25415,2.74597,2.43431,2.71902,2.6,2.60304,3.67828,4.67732,5.18511,6.03401,6.11495,4.76826,4.66101,3.6474,2.76421,1.64642,2.97232,3.05951,2.66009,3.96943,4.31091,3.65336,3.66114,2.59105,2.89908,3.09786,3.44042,3.01414,3.35532,3.37415,3.68283,4.10202,4.03419,4.4256,3.76732,4.58064,4.05245,4.61615,4.01832,3.9982,3.50839,3.70915,4.18539,4.95316,5.31067,5.36121,5.62613,4.68144,5.6167,4.3275,4.73064,3.61651,3.25392,3.00933,3.39606,3.0267,3.67752,3.57013,3.27111,3.47405,3.49565,3.06904,2.84049,2.58926,2.68667,2.94715,2.65486,2.7267,2.70188,0.72897,0.96472,1.03554,0.99434,0.99613,0.89584,0.88845,0.73145,1.35019,1.33108,1.54564,1.49464,1.32804,1.40896
MN,NYSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05404,1.12993,1.09705,1.2551,1.18649,1.12624,1.18658,1.07902,1.00927,1.03096,1.0725,1.05422,1.08853,1.20884,1.24015,1.35057,1.45027,1.64064,1.41319,1.46164,1.27439,1.35864,1.36191,1.42141,1.42708,1.30404,1.17167,1.36023,1.33027,1.40039,1.43346,1.41861,1.5292,1.38958,1.2987,1.20093,1.13125,0.91074,0.97878,1.14256,0.91352,1.04669,0.93656,0.89835,0.79565,0.64574,0.74065,0.78799,0.74582,0.72386,0.61058,0.70727,0.76258,0.83778,0.8191,0.68748,0.67394,0.64425,0.57921,0.68634,0.70877,0.62354,0.57419,0.51286,0.51748
MAN,NYSE,2.62238,2.52261,2.53843,2.50111,2.72357,3.14077,2.98093,2.45892,2.0492,2.07744,2.24182,1.8292,1.64349,1.71275,1.72292,1.66554,1.94158,1.81296,1.57534,1.31753,1.31479,1.28285,0.98497,0.86181,1.09735,0.87256,0.83061,1.05906,1.37818,1.47023,1.335,1.52915,1.56853,1.62036,1.42805,1.5365,1.74749,1.64872,1.64726,1.89458,1.84256,1.44769,1.34801,1.52462,1.39225,1.52643,1.62686,1.69307,2.18996,2.25107,2.14963,2.0592,2.19335,1.91836,1.77836,1.55577,1.24959,1.05051,1.31653,1.15965,1.19081,1.47989,1.42133,1.49548,1.33968,1.07097,1.14956,1.11149,1.17755,1.11312,1.19591,1.14476,1.33293,1.60654,1.65696,1.74787,1.58129,1.75762,1.73945,2.1589,2.06871,2.28045,2.25467,2.27068,2.42977,2.06345,2.09524,2.2328,2.20049,2.19656,2.28471,2.08053,1.99401,1.75692,1.71562,1.73039,1.73373,1.83659,2.16563,2.26991,2.34065,2.2962,2.41822,2.43611,2.18377,2.11369,2.60923,2.56284,2.34959,2.12826,2.15574,2.26251,2.10255,2.13568,1.65561,1.90316,1.95614,2.00029,2.08948,2.39599,2.54746,2.75262,2.82094,2.8346,2.89514
MFC,NYSE,2.44302,2.49739,2.40812,2.25303,2.24218,2.23348,2.3401,2.32739,2.41546,2.57986,2.6552,2.60594,2.50572,2.40286,2.3671,2.43132,2.38411,2.30324,2.15509,2.24337,2.32017,2.37274,1.59912,1.23817,1.15742,1.13216,0.6894,0.94993,1.28384,1.52995,1.25685,1.61388,1.34504,1.42632,1.31967,1.33155,1.29111,1.29005,1.24382,1.2897,1.16575,1.10309,1.03535,1.12552,0.85307,0.93747,0.92519,1.06836,1.21137,1.27178,1.29103,1.35874,1.35531,1.27878,1.3212,1.16808,1.01818,0.87922,0.94757,0.85843,0.89446,0.99712,1.00844,1.07959,1.04468,0.82187,0.87469,0.82355,0.88301,0.98167,1.0245,1.0547,1.09152,1.14338,1.20884,1.17049,1.17076,1.33339,1.37017,1.4754,1.38057,1.36393,1.46101,1.60489,1.60579,1.52803,1.50283,1.54658,1.48876,1.34244,1.42704,1.46635,1.47692,1.42508,1.41942,1.44256,1.38321,1.3055,1.33026,1.30311,1.41349,1.24527,1.27538,1.26393,1.12963,1.16171,1.2156,1.17509,1.08962,1.01985,0.97072,0.93094,0.93869,1.01553,0.93563,0.91954,0.91957,0.94834,0.98629,1.18345,1.20641,1.25066,1.24681,1.2063,1.23371
MRO,NYSE,2.06826,2.15256,2.13977,2.32934,2.34812,2.91835,2.63569,2.33508,2.50114,2.44992,2.45545,2.41661,2.26452,1.81051,1.98467,1.67051,1.72451,1.85521,1.85186,1.67748,1.51108,1.24884,0.8981,0.74686,0.95773,0.88833,0.69136,0.89101,1.01473,1.09667,0.98309,1.05901,0.98444,0.99267,1.02439,1.05314,1.0375,0.99032,0.94228,1.02434,1.03008,0.963,0.95851,1.0651,0.98072,1.02766,1.07873,1.03813,1.12319,1.39363,1.52009,1.54351,1.53947,1.52164,1.40819,1.30947,1.12846,0.85171,1.06642,1.16484,1.27061,1.29664,1.40883,1.29907,1.21685,0.96248,1.0029,1.05126,1.08967,1.16732,1.18766,1.20547,1.22513,1.32485,1.27365,1.30265,1.23635,1.35255,1.32978,1.43248,1.28691,1.28332,1.29174,1.33793,1.28095,1.17637,1.18077,1.23794,1.26939,1.23828,1.35408,1.31491,1.39362,1.26127,1.17431,0.96748,0.95447,0.93103,0.88855,0.85541,0.98803,0.8877,0.84533,0.67424,0.56422,0.51285,0.63679,0.6173,0.44083,0.34069,0.36383,0.48246,0.61907,0.57976,0.68653,0.56568,0.66821,0.70686,0.58698,0.8008,0.79499,0.74279,0.79713,0.7666,0.71814
MPC,NYSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67586,1.78586,1.47182,0.96323,1.27721,1.2061,1.25485,1.53214,1.52812,1.60601,1.52356,1.30009,1.50933,1.53325,1.66742,1.63691,1.59816,1.72932,1.82276,2.15617,2.37714,2.49492,2.04054,2.16669,1.83618,1.95906,1.88835,1.64231,1.81014,2.39248,2.44914,2.28952,2.21404,2.36668,2.52263,2.47198,2.15315,2.28901,2.36839,2.17506,2.36623,2.29297,2.31444,2.36441,2.57503,2.57109,2.59383,2.45221,2.5427,2.44984,2.11252,2.19406,2.29738,2.56655,2.24216,1.80749,1.38656,1.45658,1.58433,1.49127,1.60939,1.59013,1.64036,1.60262,1.66836,1.8818,2.08638,1.88017,1.95204,1.91088,2.01859
MMI,NYSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4532,141.86085,144.84949,158.99573,164.97301,10.33659,9.37614,10.88182,13.34997,12.48193,13.23605,12.61399,13.73284,11.51782,12.3836,13.17908,14.06618,11.93327,11.60009,13.67089,12.67639,14.28721,9.96152,11.1572,10.65171,7.10601,6.39695,5.18956,4.99509,5.0074,4.98951,4.70141,4.64269,4.90143,4.3645,4.2525,3.91317,4.24998,4.14349,4.0511,4.33891,3.55194,3.86118
MCS,NYSE,2.47537,2.33008,2.09421,2.21494,2.08625,2.26186,2.19425,1.88326,1.95891,1.81449,1.6638,1.60932,1.39043,1.6585,1.49904,1.8526,1.66196,1.52169,1.36363,1.54586,1.57446,1.47429,1.33466,0.98675,1.49101,0.98976,0.6978,0.80317,1.13241,1.07389,1.01014,1.15325,1.07749,1.10149,1.04752,1.1229,1.18118,1.00664,1.12342,1.16803,1.17262,0.95156,0.81803,1.08606,1.00782,1.05731,1.11365,1.1918,1.18494,1.07649,1.14204,0.9862,0.96018,0.90222,0.89346,0.84223,0.80138,0.7921,0.97796,0.98591,1.09471,1.07816,1.00509,1.09838,1.03376,1.09247,1.15549,1.06132,1.04774,0.8969,0.85057,0.94988,1.04608,1.0922,0.98729,0.96317,1.12751,1.14525,1.12219,1.15344,1.09641,1.30106,1.20698,1.21267,1.14974,1.1086,1.19093,1.44383,1.42767,1.4217,1.61274,1.50948,1.51998,1.29744,1.39001,1.32522,1.4925,1.51549,1.61132,1.74204,1.589,1.55598,1.589,1.63457,1.52284,1.54292,1.62766,1.56838,1.47288,1.45701,1.43838,1.44985,1.49889,1.48599,1.62474,1.72003,1.76483,1.89398,1.94886,2.16854,2.28039,2.16508,2.30204,2.20938,2.36335
MRIN,NYSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.54972,13.8868,3.14077,2.97036,3.11684,3.48023,3.14014,2.95482,2.43368,2.78806,2.59342,3.17372,3.13996,2.84532,3.06508,3.81059,2.85873,2.45986,2.51964,2.63552,2.65923,2.72675,2.18522,2.2719,2.14449,2.08653,2.06628,2.40198,1.90808,1.32565,1.19163,1.41104,1.58114,1.4514,1.37437,1.21513,1.26868,1.07007,1.01307,0.97678,1.04626,1.00497,1.02694,0.93928,0.97538,1.01779,0.96557,0.89993,0.81005,0.81005
MPX,NYSE,4.35529,3.718,3.59344,3.58471,3.23635,3.02624,3.09703,3.20063,3.20796,3.15759,2.92781,2.53015,2.68528,3.48131,2.9613,3.07005,3.02405,2.95475,2.59228,2.66775,3.05631,3.20059,2.37747,1.94869,2.17486,1.67057,1.47541,1.84218,1.83799,1.75376,1.81019,2.56734,2.21525,2.28758,2.15095,2.22057,2.23529,2.35724,3.04438,2.7283,3.34216,2.87789,2.4666,2.99422,2.38309,2.7326,2.63748,2.83052,2.92975,3.09653,3.0191,3.44593,3.15302,2.54609,2.86418,2.37415,2.16077,1.44355,2.14873,2.26488,2.06446,2.3084,2.49877,2.38453,2.3164,1.9968,2.40263,2.14267,2.26496,2.29525,2.28752,2.11201,2.86523,3.08279,3.27887,3.5974,3.42078,3.82094,3.94793,4.43286,4.18659,4.3892,4.24678,4.34145,4.81541,3.7317,3.91214,3.61037,3.40189,3.56548,4.04828,3.75664,3.75667,3.39236,3.63662,2.70479,3.60639,3.24631,3.76422,4.01671,3.27123,2.72376,2.87814,2.72896,2.94691,3.03021,3.0423,2.98891,2.58639,3.34004,3.16905,3.23261,3.55587,3.57539,3.48418,3.64983,3.5895,3.63778,3.66793,4.14687,5.02834,3.96934,5.85421,6.13737,6.40271
HZO,NYSE,1.35506,1.29895,1.22277,1.22618,1.06395,1.11505,1.0463,0.95582,0.92802,0.73502,0.73492,0.7602,0.73652,0.78607,0.57625,0.64504,0.61307,0.46801,0.46697,0.4641,0.5702,0.53068,0.15697,0.17557,0.25533,0.12957,0.09816,0.18131,0.40434,0.30462,0.3384,0.63583,0.56742,0.67547,0.77706,0.77658,0.97894,1.00622,1.17831,1.13451,1.31676,1.02352,0.76147,0.87178,0.75225,0.79699,0.8471,0.86361,1.09785,1.06063,0.96992,1.18013,1.13135,0.92432,1.07114,1.05368,0.72685,0.70192,0.83027,0.7227,0.82056,0.99857,0.90102,1.03099,1.22009,1.00788,1.1315,0.86243,0.83377,0.94973,0.9121,0.9649,1.11396,1.47846,1.53989,1.62605,1.33251,1.39321,1.42009,1.43579,1.35182,1.38998,1.58294,1.70701,1.71799,1.55838,1.52205,1.73242,1.82879,1.73931,1.90814,1.82273,1.82279,1.70265,1.94914,1.93447,2.07692,2.86958,2.69632,2.71055,2.30566,2.34846,2.52999,1.83296,1.49905,1.34101,1.46539,1.70492,1.57338,1.52914,1.55963,1.75698,1.72203,1.40988,1.58854,1.80167,1.59807,1.68421,1.32435,1.54303,1.62124,1.76748,1.76343,1.75748,1.69931
MKL,NYSE,2.08158,2.12004,2.09091,2.02861,1.9342,2.0517,1.98084,1.89585,2.00822,1.88801,2.11998,1.89688,1.79769,1.7119,1.74581,1.68058,1.59603,1.53597,1.46912,1.46777,1.45485,1.61206,1.56858,1.04042,1.33127,1.26914,1.14447,1.29586,1.2517,1.27844,1.17138,1.36914,1.35913,1.19561,1.20166,1.2464,1.19554,1.17178,1.24825,1.27621,1.2962,1.14334,1.16426,1.18483,1.14362,1.10189,1.0731,1.12178,1.19572,1.23727,1.24799,1.27896,1.26486,1.24502,1.18664,1.16405,1.15755,1.04007,1.12074,1.18638,1.17539,1.15036,1.17214,1.20374,1.18521,1.1571,1.17186,1.12821,1.14743,1.14561,1.2259,1.222,1.08711,1.18453,1.20113,1.25098,1.24102,1.72776,1.78046,1.80234,1.13849,1.14477,1.17458,1.2118,1.2448,1.1457,1.20628,1.24754,1.32694,1.29578,1.33011,1.29802,1.28892,1.24008,1.35429,1.32786,1.32523,1.34269,1.37129,1.41545,1.37597,1.37244,1.44059,1.58323,1.46852,1.44442,1.57529,1.64345,1.60238,1.52458,1.56626,1.61186,1.62447,1.63641,1.60075,1.61533,1.5412,1.54362,1.41879,1.44176,1.49359,1.51039,1.62033,1.60204,1.57073
VAC,NYSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32654,0.52858,0.65781,0.76893,0.84394,0.88305,0.80753,0.92018,0.93328,0.94569,1.08798,1.16949,1.2241,1.33989,1.35519,1.29798,1.30494,1.34192,1.35421,1.33393,1.32384,1.29831,1.34796,1.45367,1.51533,1.51002,1.35018,1.49942,1.6167,1.60788,1.60601,1.64243,1.63696,1.69294,1.73642,2.01182,2.10908,2.11102,2.13729,2.32199,2.36908,2.56936,2.69227,2.76932,2.4795,1.99935,1.98671,1.93383,1.84567,1.70774,1.40878,1.75317,1.89784,1.89937,1.79873,2.05547,2.41578,2.46694,2.34216,1.94549,2.52068,2.61953,2.68295,2.88605,2.95225,3.347
MMC,NYSE,2.96491,2.84415,2.80239,2.73787,2.97973,2.95156,2.97227,2.6912,2.4661,1.93572,1.90642,1.90354,1.79496,1.86175,1.64847,1.75377,1.94282,1.81088,1.81067,1.90533,2.19428,2.36672,2.15785,1.69376,2.24033,1.77481,1.59661,1.87319,1.85196,1.7621,1.83572,1.91164,2.1105,2.16312,2.06296,1.97878,1.98764,1.97973,2.16586,2.21222,2.2249,1.92797,2.02795,2.15905,2.20234,2.04071,2.14565,2.18664,2.33078,2.42225,2.60368,2.48219,2.53184,2.47144,2.53962,2.33429,2.3382,2.15876,2.5005,2.55578,2.91631,2.9651,2.97139,2.89529,3.0275,2.7672,2.81684,2.86629,2.95683,2.86577,2.89503,2.94205,2.96185,3.00759,3.13237,3.18115,3.18789,3.33893,3.34651,3.51867,3.35374,3.52952,3.71814,3.68958,3.70511,3.46764,3.31237,3.44153,3.41858,3.46197,3.5595,3.45967,3.53613,3.4328,3.63254,3.89471,3.92849,3.75557,4.36897,4.27511,4.31241,4.56353,4.47817,4.52248,4.01177,4.00523,4.70636,4.67854,4.63176,4.45468,4.65149,4.91142,4.96728,5.1423,5.2848,5.1589,5.2861,5.21198,4.85838,5.31381,5.23438,5.20408,6.20907,6.08821,5.85003
MLM,NYSE,3.69582,4.22384,4.26297,5.77947,6.06642,6.60814,7.61667,6.26758,6.23588,5.82857,5.26212,5.59967,5.54449,5.22353,4.56518,4.85181,4.81676,5.01961,4.01576,4.13843,4.59378,4.07929,3.14307,2.98511,4.10887,3.28109,3.05981,3.04785,2.99329,3.08381,2.77413,3.10691,3.04195,3.09415,2.80033,2.96902,3.04835,2.68787,2.59965,2.94984,3.40374,3.13753,2.82246,2.89162,2.50375,2.51584,2.58277,2.84754,2.97371,2.67565,2.75848,2.98393,2.9751,2.76176,2.62338,2.40668,2.25307,1.94703,2.25479,2.43803,2.45742,2.68248,2.78479,2.88416,2.75294,2.21996,2.61838,2.47898,2.50639,2.63439,2.70275,2.90888,3.16313,3.19948,3.21388,3.32787,3.24787,3.66306,3.37621,3.43149,3.13644,3.28755,3.25258,3.10012,3.15366,3.30097,3.66504,3.8615,3.78342,3.7724,5.85456,5.57735,5.58026,5.39124,1.80726,1.77987,1.70571,1.74166,2.22298,2.14156,2.29266,2.26968,2.22063,2.41605,2.51311,2.40569,2.38343,2.41693,2.0717,1.90484,2.2971,2.53642,2.69529,3.04097,3.04741,3.15864,2.90222,2.79738,3.05008,3.35847,3.39542,3.49839,3.37044,3.25177,3.37976
MAS,NYSE,2.56454,2.94466,2.48871,2.42877,2.64151,2.58749,2.5879,2.46234,2.33769,2.0796,2.05064,1.92285,1.88013,2.1139,1.66813,1.88461,1.68437,1.62776,1.43581,1.51502,1.78452,1.71408,0.95973,0.82249,1.43623,0.99286,0.61517,0.92675,1.19192,1.42712,1.18554,1.74671,1.67186,1.55676,1.44859,1.68769,1.95015,1.90921,1.84974,2.2522,2.36902,1.72994,1.58666,1.56029,1.56759,1.63794,1.57494,1.66393,3.37672,3.60442,3.28418,3.81325,3.64852,3.64272,3.3912,2.87136,2.20317,1.95138,2.52747,2.58934,7.4442,8.44082,7.85109,8.44519,8.89875,7.50831,11.79512,9.93887,11.42668,11.73001,12.3341,12.45041,18.9025,20.54138,20.83758,22.04373,22.28755,25.6823,25.56805,21.02538,18.72627,21.35907,15.83096,16.16253,17.06078,15.6096,14.95563,14.96825,12.7519,13.2859,14.14391,11.02091,12.03228,12.20425,6.89536,7.20078,7.62172,7.66743,9.9802,9.80715,12.26753,12.2373,10.6316,,,,,,,,,,,,,,,,,,,,,,
DOOR,NYSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78545,1.82371,1.78645,1.84532,2.17419,2.00916,2.12339,2.10317,2.04825,2.00231,2.145,1.91719,2.15575,2.02161,2.06849,2.28741,2.41344,2.50499,2.66749,2.8468,2.89206,3.24939,3.32207,3.24864,2.8956,2.75046,2.71318,3.20634,2.92411,2.65485,2.79619,3.13416,3.15399,3.26433,3.1743,3.30275,2.952,2.70195,2.44971,2.92575,2.97786,3.00403,3.67685,3.62731,3.85624
